,Min_K,Model,Learning rate,Parameters,Eval loss,Test loss,Test perf
37,512,HPDS,0.001,208809,1.499602717922089,1.4891789880521753,0.7473404255319149
38,512,PointNet,0.001,208808,1.6395296503571757,1.6355432614367058,0.7805851063829787
39,512,QUANN,0.001,209320,2.492562172894782,2.4871102964624447,0.6583554966652647
40,512,SetTransformer,0.001,271144,1.1827366434513251,1.1845812315636493,0.685726950460292
41,512,QUANNTransformer,0.001,320552,1.1370042133521525,1.1561581792666558,0.759636525245423
42,1024,DeepSet,0.0001,208808,1.6106305667694578,1.6138920999587851,0.6492686170212766
43,1024,MeanSet,0.0001,208808,1.7369754136876856,1.7383236866048042,0.5397828015241217
44,1024,HPDS,0.0001,208809,1.293990803208757,1.2865033029241766,0.6476063829787234
45,1024,PointNet,0.0001,208808,0.8153099333669277,0.812785525271233,0.7931072699262741
46,1024,QUANN,0.0001,209320,2.1314918655664363,2.139229701871568,0.6697695036517813
47,1024,SetTransformer,0.0001,271144,1.177095871022407,1.1651427815569209,0.6771941489361702
48,1024,QUANNTransformer,0.0001,320552,1.0613337609996187,1.0711224745562737,0.7607446808510638
49,1024,DeepSet,0.0005,208808,2.375397553469272,2.358126906321404,0.6953679082241464
50,1024,MeanSet,0.0005,208808,1.897612195699773,1.893345589333392,0.6503767732610094
51,1024,HPDS,0.0005,208809,1.5412096828222277,1.5408390750910372,0.7700576243248392
52,1024,PointNet,0.0005,208808,1.4285116616557254,1.4301006657646058,0.8016400711333498
53,1024,QUANN,0.0005,209320,3.3268118614846087,3.326819249290101,0.6963652486496783
54,1024,SetTransformer,0.0005,271144,1.252175026434533,1.2403722218376525,0.6938164893617021
55,1024,QUANNTransformer,0.0005,320552,1.146297022446673,1.145053031660141,0.7703856382978723
56,1024,DeepSet,0.001,208808,1.9953669328638848,1.9956042709502768,0.6999113477290945
57,1024,MeanSet,0.001,208808,2.489918817230996,2.508205382113761,0.6535904255319149
58,1024,HPDS,0.001,208809,1.5904417313793873,1.6063701396292829,0.7588652486496783
59,1024,PointNet,0.001,208808,1.5935209143034956,1.572992557540853,0.7963209221971795
60,1024,QUANN,0.001,209320,3.050191367560245,3.0439740704729203,0.6707668440773132
61,1024,SetTransformer,0.001,271144,1.3186537141495562,1.3318233356830922,0.6474955674815686
62,1024,QUANNTransformer,0.001,320552,1.0484163974193814,1.042816660252023,0.7852349295007423
