,Min_K,Model,Learning rate,Parameters,Eval loss,Test loss,Test perf
31,512,PointNet,0.0005,208808,1.5061976887444233,1.5361231175508905,0.7836879434737754
32,512,QUANN,0.0005,209320,3.1771221890094434,3.206289807532696,0.6754210997135082
33,512,SetTransformer,0.0005,271144,1.2504584253468412,1.2278900336711964,0.6743129434737754
34,512,QUANNTransformer,0.0005,320552,1.177295057443862,1.1681812444265853,0.7645124115588817
35,512,DeepSet,0.001,208808,2.05220450682843,2.064476969394278,0.7135416668780307
36,512,MeanSet,0.001,208808,2.5037492558043053,2.4978318937281343,0.6549202127659575
37,512,HPDS,0.001,208809,1.6970560642633032,1.7025823675571603,0.7604166668780307
38,512,PointNet,0.001,208808,1.431923935387997,1.435765118833552,0.8004210997135082
39,512,QUANN,0.001,209320,2.752923791078811,2.7933091476876686,0.6535904255319149
40,512,SetTransformer,0.001,271144,,,0.0353501773181747
41,512,QUANNTransformer,0.001,320552,1.0442352913795632,1.0397207705898488,0.7768129434737754
42,1024,DeepSet,0.0001,208808,1.613332917081549,1.6120242175269637,0.6426196808510638
43,1024,MeanSet,0.0001,208808,1.7442567373843902,1.744637310504913,0.540447695141143
44,1024,HPDS,0.0001,208809,1.2706464884128976,1.2729451935342018,0.6702127659574468
45,1024,PointNet,0.0001,208808,0.8127627629548946,0.813868058330201,0.7960992912028698
46,1024,QUANN,0.0001,209320,2.0967858566882764,2.087169277224135,0.6974734042553191
47,1024,SetTransformer,0.0001,271144,1.1322540491819382,1.1317707411152251,0.6799645392184562
48,1024,QUANNTransformer,0.0001,320552,1.1945338988557777,1.1755373798786324,0.7448980498567541
49,1024,DeepSet,0.0005,208808,2.257175871032349,2.2605113811949464,0.7006870571603167
50,1024,MeanSet,0.0005,208808,1.7520345905993848,1.7572776082348316,0.6650044328354775
51,1024,HPDS,0.0005,208809,1.3496469960726325,1.3339814662616305,0.7679521276595744
52,1024,PointNet,0.0005,208808,1.5093184287877792,1.496766724167986,0.7998670212765957
53,1024,QUANN,0.0005,209320,3.642876438637997,3.621463863773549,0.657136525245423
54,1024,SetTransformer,0.0005,271144,1.2408312996651265,1.2214244448758187,0.701241134963137
55,1024,QUANNTransformer,0.0005,320552,1.2109468082164194,1.2007652429824178,0.7732668443943592
56,1024,DeepSet,0.001,208808,1.8946045862233385,1.8950336841826745,0.700354610351806
57,1024,MeanSet,0.001,208808,2.533254588538028,2.5290075109360064,0.6615691489361702
58,1024,HPDS,0.001,208809,1.7290456593036652,1.7165494998718829,0.7596409574468085
59,1024,PointNet,0.001,208808,1.675139084775397,1.6386390309384529,0.7829122340425532
60,1024,QUANN,0.001,209320,2.7173005995598247,2.757343348670513,0.6523714541120732
61,1024,SetTransformer,0.001,271144,1.1480401139310066,1.143766629252028,0.7019060285801583
62,1024,QUANNTransformer,0.001,320552,0.9544648237050849,0.9503888352120177,0.781799645601435
