,Min_K,Model,Learning rate,Parameters,Eval loss,Test loss,Test perf
23,512,HPDS,0.0001,208809,1.2989041887699289,1.3023978655642652,0.6709884753886689
24,512,PointNet,0.0001,208808,0.8317954979361372,0.8381966406360586,0.789561170212766
25,512,QUANN,0.0001,209320,2.118739200399277,2.1501691037036004,0.6892730498567541
26,512,SetTransformer,0.0001,271144,1.1491889829965347,1.157081546618583,0.6797429079071005
27,512,QUANNTransformer,0.0001,320552,1.1847374438288365,1.1895004188126705,0.745895390282286
28,512,DeepSet,0.0005,208808,2.402184008600864,2.448609930403689,0.7082225179418604
29,512,MeanSet,0.0005,208808,1.935557527745024,1.944166712304379,0.6463874115588817
30,512,HPDS,0.0005,208809,1.498106952360336,1.480461930023863,0.7599734042553191
31,512,PointNet,0.0005,208808,1.4850986809172528,1.5015335010087236,0.784906914893617
32,512,QUANN,0.0005,209320,3.902050240242735,3.9052220836598814,0.6737588656709549
33,512,SetTransformer,0.0005,271144,1.1166979362989993,1.1128761020112543,0.71875
34,512,QUANNTransformer,0.0005,320552,1.243753865107577,1.2309028735186192,0.7734884753886689
35,512,DeepSet,0.001,208808,2.1233680007305558,2.116709995142957,0.7065602838993073
36,512,MeanSet,0.001,208808,2.4818556156564267,2.47594885813429,0.6341976954581889
37,512,HPDS,0.001,208809,1.6161218475788195,1.63048987375929,0.7402482273730826
38,512,PointNet,0.001,208808,1.6208720004304926,1.5819964012567034,0.7806959221971795
39,512,QUANN,0.001,209320,2.6296807001245783,2.659989084969176,0.6754210997135082
40,512,SetTransformer,0.001,271144,1.1632043316643288,1.1679115530024184,0.681072695141143
41,512,QUANNTransformer,0.001,320552,1.2079723040474226,1.2017172153959885,0.7493306741815933
42,1024,DeepSet,0.0001,208808,1.526060144317911,1.5215970823105345,0.6583554966652647
43,1024,MeanSet,0.0001,208808,1.7578241920217554,1.754147029937582,0.53125
44,1024,HPDS,0.0001,208809,1.2394434356309,1.23771034498164,0.6767508869475507
45,1024,PointNet,0.0001,208808,0.8607313201782552,0.853417916183776,0.7826906030482434
46,1024,QUANN,0.0001,209320,2.22897111608627,2.2017836545376066,0.6954787234042553
47,1024,SetTransformer,0.0001,271144,1.1776568490139985,1.1930406023847295,0.6671099295007422
48,1024,QUANNTransformer,0.0001,320552,1.2275217434510273,1.2379212941261049,0.7550930851063831
49,1024,DeepSet,0.0005,208808,2.2703482083817748,2.280042696823465,0.7153147167347848
50,1024,MeanSet,0.0005,208808,1.793804482576695,1.7933951876264935,0.6533687945376051
51,1024,HPDS,0.0005,208809,1.490704249194328,1.4750824317019036,0.7689494680851063
52,1024,PointNet,0.0005,208808,1.489650733293371,1.469496564345157,0.7855718085106383
53,1024,QUANN,0.0005,209320,3.4075199346593084,3.35025913918272,0.671875
54,1024,SetTransformer,0.0005,271144,1.1911594499932958,1.1915832003380389,0.6894946808510638
55,1024,QUANNTransformer,0.0005,320552,1.17605369560262,1.1655882661012895,0.7772562060964868
56,1024,DeepSet,0.001,208808,2.2797180344449712,2.2878484060155584,0.6985815604950519
57,1024,MeanSet,0.001,208808,2.428956932844,2.4380789113805648,0.6863918440773132
58,1024,HPDS,0.001,208809,1.7270974374197898,1.7039880603551865,0.7626329787234043
59,1024,PointNet,0.001,208808,1.7600042680476575,1.7043383371956804,0.7893395392184562
60,1024,QUANN,0.001,209320,3.087407154605744,3.100084730919371,0.6614583337560613
61,1024,SetTransformer,0.001,271144,1.0888935004143006,1.0750109813314803,0.7081117021276596
62,1024,QUANNTransformer,0.001,320552,0.9678069426658303,0.947931175282661,0.7754831562397329
