,Max_k,Model,Learning rate,Parameters,Eval loss,Test loss,Test perf
42,32,DeepSet,0.0001,111666,0.34312592896204147,0.34143140404782396,0.5619561222005398
43,32,MeanSet,0.0001,111666,0.3461515288504343,0.3441397982074859,0.5573754526199178
44,32,PointNet,0.0001,111666,0.35091153780619305,0.3490537424036797,0.550697274030523
45,32,HPDS,0.0001,111667,0.3483614249834939,0.3460847649802553,0.5559033212509561
46,32,QUANN,0.0001,112178,0.340686077163333,0.33875334801826074,0.5665667538947248
47,32,SetTransformer,0.0001,172722,0.33809685707092285,0.3359681339340007,0.5703533272793953
48,32,QUANNTransformer,0.0001,155826,0.33296784048988703,0.331823264664792,0.5771919476225021
49,32,DeepSet,0.0005,111666,0.34499250991003855,0.34330531415787147,0.5593045347548545
50,32,MeanSet,0.0005,111666,0.34476148230688913,0.3431412672742884,0.5582665338161144
51,32,PointNet,0.0005,111666,0.35053579107163446,0.3486333042383194,0.5557990137566912
52,32,HPDS,0.0005,111667,0.34784096621331717,0.3457772757144684,0.5581817335270821
53,32,QUANN,0.0005,112178,0.32036624304831973,0.3197296439333165,0.5908986983147073
54,32,SetTransformer,0.0005,172722,0.3363706199895768,0.3348078651631132,0.5699320942797559
55,32,QUANNTransformer,0.0005,155826,0.3002224550360725,0.2995041846594912,0.6137616659732575
56,32,DeepSet,0.001,111666,0.3450348386688838,0.3438296162701668,0.5596566276347383
57,32,MeanSet,0.001,111666,0.34566187527444625,0.344377190825787,0.5564637469484451
58,32,PointNet,0.001,111666,0.35188417065711247,0.34989703557592755,0.556588887534243
59,32,HPDS,0.001,111667,0.3476150409569816,0.3456067052927423,0.5567596814733871
60,32,QUANN,0.001,112178,0.31621072263944716,0.31523275121729427,0.5999801165245949
61,32,SetTransformer,0.001,172722,0.33792781072949607,0.3354622141477909,0.5706059114730104
62,32,QUANNTransformer,0.001,155826,0.29542437148472617,0.2941675002270557,0.6217561135900781
