,Max_k,Model,Learning rate,Parameters,Eval loss,Test loss,Test perf,Img Classif Loss,Img Classif Perf
0,10,DeepSet,0.0001,208818,0.26418385855735294,0.26611399365232347,0.5418325776749469,1.9524647565841675,0.4272
1,10,MeanSet,0.0001,208818,0.2810868143089234,0.2824440195839456,0.5177730182383923,2.418108024215698,0.2963
2,10,PointNet,0.0001,208818,0.2852975442295983,0.2868059581898628,0.5149932326154506,2.7897008201599123,0.2083
3,10,HPDS,0.0001,208819,0.28172553342486184,0.28365035989183063,0.5156605985570462,2.9531654693603517,0.1661
4,10,QUANN,0.0001,209330,0.26354768470166223,0.26400609488816973,0.5400848477444751,2.310600209617615,0.3367
5,10,SetTransformer,0.0001,269874,0.2357083277569877,0.23781857084720692,0.6087057729984852,1.8043882390975952,0.5094
6,10,QUANNTransformer,0.0001,252978,0.17362954503013975,0.1756061001660976,0.6574589933486695,1.7405392858505249,0.5511
7,10,DeepSet,0.0005,208818,0.2534800942928072,0.25419246215135494,0.5668628976700154,1.7868388767242431,0.4661
8,10,MeanSet,0.0005,208818,0.26926801743961515,0.2714997130505582,0.5327922594039998,2.243217712402344,0.3335
9,10,PointNet,0.0005,208818,0.2988085831914629,0.300066185124377,0.5,3.304084365463257,0.0644
10,10,HPDS,0.0005,208819,0.22965722400990743,0.23119435808125963,0.5931905127586202,2.120256352233887,0.4102
11,10,QUANN,0.0005,209330,0.15440906773483942,0.1554844062379066,0.6830326179240612,1.492593395805359,0.567
12,10,SetTransformer,0.0005,269874,,,0.5,,0.0127
13,10,QUANNTransformer,0.0005,252978,0.11005411557261906,0.11242024663915025,0.7274692242449903,1.33492241191864,0.623
14,10,DeepSet,0.001,208818,0.2551190822370469,0.257756104177617,0.5744334288099979,1.772358532524109,0.4735
15,10,MeanSet,0.001,208818,0.29679342584004476,0.2980810061414191,0.5006032335631391,3.3020547981262207,0.0644
16,10,PointNet,0.001,208818,0.22116111171624017,0.2209477148791577,0.6317367300074151,1.897452292060852,0.4489
17,10,HPDS,0.001,208819,0.23236049546135795,0.23515002508746816,0.5868077690296984,2.3111603702545165,0.3401
