,Max_k,Model,Learning rate,Parameters,Eval loss,Test loss,Test perf,Img Classif Loss,Img Classif Perf
56,20,DeepSet,0.001,208818,0.3121513695943923,0.3121128735390115,0.5626684224351923,2.214789765548706,0.3568
57,20,MeanSet,0.001,208818,0.3445762230290307,0.34477286484647307,0.5192656567756165,3.293879132461548,0.0652
58,20,PointNet,0.001,208818,0.35665101948238553,0.3566447182538662,0.5039771297510635,3.294077631378174,0.0652
59,20,HPDS,0.001,208819,0.33144233529529876,0.33173196207969746,0.5314406194585435,2.9767152557373047,0.156
60,20,QUANN,0.001,209330,0.19908324309757777,0.2004438597471156,0.6712763284115081,1.5565566967010498,0.5471
61,20,SetTransformer,0.001,269874,0.3444345768481966,0.34481173722033803,0.5190050120049334,3.290480490875244,0.0651
62,20,QUANNTransformer,0.001,252978,0.21623474714301882,0.2165674904876567,0.6664638303695841,2.0890396713256836,0.3961
63,25,DeepSet,0.0001,208818,0.32138573697635103,0.3265331263871903,0.5685822748123331,2.0202159147262573,0.3978
64,25,MeanSet,0.0001,208818,0.350156617543054,0.35478192314188534,0.5301246871339514,3.2919394714355468,0.0652
65,25,PointNet,0.0001,208818,0.36819814547659857,0.37127600229801017,0.5055118688243501,3.304508493804932,0.0626
66,25,HPDS,0.0001,208819,0.35024504434494746,0.35479052650167586,0.5321649756837399,3.2541546058654784,0.1215
67,25,QUANN,0.0001,209330,0.3324112059578063,0.338467613179633,0.5518326886156772,2.663063663864136,0.2463
68,25,SetTransformer,0.0001,269874,0.2979296199859135,0.302772063524165,0.6030983550751463,2.063941272354126,0.4176
69,25,QUANNTransformer,0.0001,252978,0.2497968470293378,0.25340529562945063,0.6404989545649671,1.8850430669784546,0.4967
70,25,DeepSet,0.0005,208818,0.30400126983249,0.30877232963734486,0.591728666995434,1.9962929336547852,0.4159
71,25,MeanSet,0.0005,208818,0.3506086208517589,0.3551672766817377,0.532222365445279,3.29364768447876,0.064
72,25,PointNet,0.0005,208818,0.36820803085962933,0.37128446837689016,0.5055118688243501,3.295723368835449,0.064
73,25,HPDS,0.0005,208819,0.3501753452278319,0.35488025780687943,0.5303748351462344,3.3823630794525146,0.0789
74,25,QUANN,0.0005,209330,0.22761487322194235,0.2321959174376853,0.6553859545829448,1.6657092412948609,0.5173
75,25,SetTransformer,0.0005,269874,,,0.5,,0.0117
76,25,QUANNTransformer,0.0005,252978,0.3503999312718709,0.35504671519107006,0.5308153083983888,3.2930937992095948,0.0652
77,25,DeepSet,0.001,208818,0.3396197746670435,0.3440472426566672,0.5410647214727199,2.919459191894531,0.1643
78,25,MeanSet,0.001,208818,0.3502754181150406,0.35483713162706254,0.5306274022193666,3.295601351928711,0.0652
79,25,PointNet,0.001,208818,0.3682928794906253,0.37140473818525355,0.5058814750072804,3.2941531929016112,0.0652
80,25,HPDS,0.001,208819,0.34949064443981837,0.3541402867499818,0.5344704237390072,3.3479040664672852,0.0837
81,25,QUANN,0.001,209330,0.26607677600686513,0.2709519663389693,0.6269672405212483,2.0119389976501463,0.4183
82,25,SetTransformer,0.001,269874,,,0.5,,0.0117
83,25,QUANNTransformer,0.001,252978,,,0.5,,0.0117
