,Max_k,Model,Learning rate,Parameters,Eval loss,Test loss,Test perf,Img Classif Loss,Img Classif Perf
0,10,DeepSet,0.0001,208818,0.2660308787747035,0.2669571768096153,0.5418273464162299,1.9274871364593507,0.433
1,10,MeanSet,0.0001,208818,0.2823995304486108,0.2841802867169076,0.5147848338522809,2.5136362197875974,0.2751
2,10,PointNet,0.0001,208818,0.2620015572460871,0.26339500682785155,0.5523059158883197,2.3798631866455078,0.3168
3,10,HPDS,0.0001,208819,0.27931916902935694,0.28123536674266164,0.5193380396416847,2.9447935764312745,0.1918
4,10,QUANN,0.0001,209330,0.26646165549755096,0.26781601664867805,0.5361158334194346,2.3541830322265627,0.3246
5,10,SetTransformer,0.0001,269874,0.2344820447384365,0.23546464091285746,0.6050782083196843,1.867993455696106,0.5022
6,10,QUANNTransformer,0.0001,252978,0.18152285875782134,0.18279256513144107,0.650458462060766,1.813299095916748,0.5336
7,10,DeepSet,0.0005,208818,0.24495637653365968,0.2455481488971,0.5836616120439895,1.553681768989563,0.5403
8,10,MeanSet,0.0005,208818,0.2569236402946805,0.2572971742520941,0.554326057434082,1.8923322244644165,0.4324
9,10,PointNet,0.0005,208818,0.29837629199028015,0.30081430679940163,0.5005885470420757,3.2941177234649657,0.0652
10,10,HPDS,0.0005,208819,0.21173872006317926,0.2113757149336186,0.6201218353941086,1.9059553894042969,0.4637
11,10,QUANN,0.0005,209330,0.14284242405777886,0.14366892519149374,0.6959110428678229,1.416720897293091,0.5859
12,10,SetTransformer,0.0005,269874,,,0.5,,0.0117
13,10,QUANNTransformer,0.0005,252978,0.1322659064853002,0.13310498974107682,0.7091499896759682,1.608118906021118,0.5347
14,10,DeepSet,0.001,208818,0.2609335697359509,0.26217065513768095,0.5636928081512451,1.8911184652328492,0.4437
15,10,MeanSet,0.001,208818,0.2473731953946371,0.2482510654533163,0.5773741837511671,1.7739514822006226,0.469
16,10,PointNet,0.001,208818,0.2983348634507921,0.3007121942144759,0.5,3.2936421592712404,0.0652
17,10,HPDS,0.001,208819,0.21646556612991152,0.2169417699283742,0.6143746623333465,1.9336248172760009,0.4597
18,10,QUANN,0.001,209330,0.10508558520722011,0.10264728868261297,0.7374273101066021,1.4414983522415161,0.5774
19,10,SetTransformer,0.001,269874,,,0.5,,0.0117
20,10,QUANNTransformer,0.001,252978,0.13035985839272302,0.13136344490216134,0.7134647680089828,1.839900354385376,0.4624
21,15,DeepSet,0.0001,208818,0.2955175061074514,0.29477503293372215,0.5499639973995534,1.9665180046081543,0.416
22,15,MeanSet,0.0001,208818,0.31827712059020996,0.3175166001979341,0.5181773330302949,2.7215834587097167,0.218
23,15,PointNet,0.0001,208818,0.3328667812877231,0.33251127347033077,0.5043873263800398,3.3051141204833985,0.0584
24,15,HPDS,0.0001,208819,0.3221013020901453,0.32123973458371263,0.515488863625425,3.045072379684448,0.1454
25,15,QUANN,0.0001,209330,0.2987896828424363,0.29791657626628876,0.543830156326294,2.453550178909302,0.3019
26,15,SetTransformer,0.0001,269874,0.26599344421946813,0.2640166222415072,0.6052225967671009,1.8842160118103026,0.4803
27,15,QUANNTransformer,0.0001,252978,0.2124022382592398,0.21135961787497742,0.6455029198463927,1.778379084968567,0.5381
28,15,DeepSet,0.0005,208818,0.2770125489859354,0.274279811756408,0.5877206579167792,1.6731248950958253,0.5088
29,15,MeanSet,0.0005,208818,0.3022308974038987,0.30079105654929544,0.5367940848178052,2.3173173095703126,0.3122
30,15,PointNet,0.0005,208818,0.33289311092997353,0.33244617029707485,0.5043873263800398,3.2946989044189454,0.064
31,15,HPDS,0.0005,208819,0.3125385906961229,0.311587337166705,0.5270883402925857,3.1073451244354247,0.1614
32,15,QUANN,0.0005,209330,0.18971238864792717,0.1908571664640244,0.6638444516252964,1.6473071531295775,0.5224
33,15,SetTransformer,0.0005,269874,0.3263148708002908,0.3255629193909625,0.510922909417051,3.2933592960357667,0.0652
34,15,QUANNTransformer,0.0005,252978,0.1481712879169555,0.149335236070638,0.7076037361266765,1.6230439561843872,0.5352
35,15,DeepSet,0.001,208818,0.2828991701678624,0.28157209541569367,0.5740537859023885,1.9535765308380126,0.4233
36,15,MeanSet,0.001,208818,0.32628608128381154,0.32568152058631816,0.5102962819819755,3.2950342308044434,0.0652
37,15,PointNet,0.001,208818,0.33268536745555816,0.33230188901120045,0.5038422694865693,3.2936793281555174,0.0652
38,15,HPDS,0.001,208819,0.3121725722910866,0.3115633038130212,0.524444339123178,3.029515815734863,0.1561
39,15,QUANN,0.001,209330,0.17483133550674196,0.17422692430146197,0.6854105991251925,1.6250003868103027,0.5255
40,15,SetTransformer,0.001,269874,,,0.5,,0.0117
41,15,QUANNTransformer,0.001,252978,0.13054010898820936,0.12971684804305117,0.726429690705969,1.665199963569641,0.5197
42,20,DeepSet,0.0001,208818,0.31375651416324435,0.3130728171226826,0.5632685613124928,1.9138500957489013,0.4321
43,20,MeanSet,0.0001,208818,0.3376530995444646,0.33792525846907434,0.5277624967250418,2.737837991333008,0.2235
44,20,PointNet,0.0001,208818,0.3566191309974307,0.3566499136863871,0.5045358215240722,3.3078134574890137,0.0528
45,20,HPDS,0.0001,208819,0.3398273606148977,0.34056972537903074,0.5234665268279136,3.068285726928711,0.1442
46,20,QUANN,0.0001,209330,0.3220170249068548,0.32283447460925324,0.547994318160605,2.5297390155792234,0.279
47,20,SetTransformer,0.0001,269874,0.2907885762434157,0.28858818113803864,0.6044866842158297,1.9647723978042602,0.4614
48,20,QUANNTransformer,0.0001,252978,0.2337181203895145,0.23345084631062568,0.6451389009648181,1.812040293121338,0.5211
49,20,DeepSet,0.0005,208818,0.29864494573502315,0.298922376746827,0.5864871442317963,1.7351628858566284,0.4823
50,20,MeanSet,0.0005,208818,0.3445128978244842,0.3446914743869863,0.5194171451507731,3.294808839035034,0.064
51,20,PointNet,0.0005,208818,0.35665549408821834,0.3565863605509413,0.5050464624420126,3.29500728263855,0.0652
52,20,HPDS,0.0005,208819,0.33403614305314566,0.3338985611149605,0.5284136996624318,2.9858638149261476,0.147
53,20,QUANN,0.0005,209330,0.19948305686314902,0.20076707322546777,0.6712287023980567,1.5534925622940063,0.5534
54,20,SetTransformer,0.0005,269874,,,0.5,,0.0117
55,20,QUANNTransformer,0.0005,252978,0.168104843960868,0.16808259534708997,0.7053368636902343,1.4861962268829345,0.5742
