,Max_k,Model,Learning rate,Parameters,Eval loss,Test loss,Test perf,Img Classif Loss,Img Classif Perf
0,10,DeepSet,0.0001,208818,0.2649274151476603,0.26629008860030073,0.5406498985087618,1.9442620594024658,0.4279
1,10,MeanSet,0.0001,208818,0.28185872899161446,0.2832769069899904,0.5166712244774433,2.4700309009552,0.2871
2,10,PointNet,0.0001,208818,0.2874642175341409,0.28870239727040553,0.5125252750325711,2.891901731491089,0.1855
3,10,HPDS,0.0001,208819,0.27746089630656773,0.2783761075202455,0.521736925586741,2.7812442180633545,0.2255
4,10,QUANN,0.0001,209330,0.26589724776290713,0.26857081610471645,0.5365676981337527,2.372276301956177,0.3128
5,10,SetTransformer,0.0001,269874,0.23480539260402558,0.23700745498880427,0.6023657321929932,1.8096593097686768,0.506
6,10,QUANNTransformer,0.0001,252978,0.1773053194795336,0.17684178038480433,0.653453436303646,1.7924376167297362,0.5466
7,10,DeepSet,0.0005,208818,0.2482267367461371,0.24861213517315844,0.5780346945245215,1.606410223388672,0.5235
8,10,MeanSet,0.0005,208818,0.25688876850264414,0.25906386194711034,0.5508165841406965,1.878483135986328,0.441
9,10,PointNet,0.0005,208818,0.2102063343165413,0.21132734909336617,0.618221178967902,1.772938701248169,0.4877
10,10,HPDS,0.0005,208819,0.20366025964419046,0.20318862130033208,0.6275133801267502,2.009648528671265,0.4439
11,10,QUANN,0.0005,209330,0.16519572999742296,0.16595198039678818,0.6704915838038668,1.5316085689544678,0.5551
12,10,SetTransformer,0.0005,269874,,,0.5,,0.0122
13,10,QUANNTransformer,0.0005,252978,0.12129270640157518,0.1211000215658482,0.721959817282697,1.4802653732299804,0.5784
14,10,DeepSet,0.001,208818,0.2539747002578917,0.25527328680804434,0.5771965219619426,1.6777337730407715,0.504
15,10,MeanSet,0.001,208818,0.25184993918925996,0.25215753484913644,0.5646026584696262,1.8325686199188231,0.459
16,10,PointNet,0.001,208818,0.2991976354803358,0.29966815767136024,0.5007384641373411,3.2978769775390626,0.0686
17,10,HPDS,0.001,208819,0.2655095299558034,0.26714342658190016,0.5417816803810445,2.5493907543182375,0.2614
18,10,QUANN,0.001,209330,0.11388536530827718,0.11548353747484531,0.727892962541986,1.3170229024887086,0.6115
19,10,SetTransformer,0.001,269874,,,0.5,,0.0122
20,10,QUANNTransformer,0.001,252978,0.14832755828660632,0.1475214572980049,0.6942534934967122,1.9110258186340332,0.4452
21,15,DeepSet,0.0001,208818,0.2936133430117652,0.2940493257755929,0.5521339793154534,1.9333688541412353,0.4315
22,15,MeanSet,0.0001,208818,0.31952007706203156,0.3193622237824379,0.5195293933787244,2.812759702682495,0.1919
23,15,PointNet,0.0001,208818,0.2818495186548384,0.28159250223890264,0.5770748403478176,2.283054606628418,0.3488
24,15,HPDS,0.0001,208819,0.3129194908671909,0.31219705844179113,0.527689942020051,3.027979281616211,0.1831
25,15,QUANN,0.0001,209330,0.2972956597805023,0.2969770415666256,0.5447820456738167,2.3667689403533934,0.3172
26,15,SetTransformer,0.0001,269874,0.2657206273741192,0.2645972215748848,0.6057538834023983,1.848755390548706,0.5017
27,15,QUANNTransformer,0.0001,252978,0.2092754136002253,0.2053447204067352,0.6472915480745599,1.7915721252441406,0.5321
28,15,DeepSet,0.0005,208818,0.28255806650434223,0.2804401767380694,0.5768227894255455,1.8411807960510254,0.4542
29,15,MeanSet,0.0005,208818,0.32632282707426286,0.3270476517525125,0.5106199669077042,3.300374393081665,0.0686
30,15,PointNet,0.0005,208818,0.3332219682042561,0.33391197152594304,0.5036008532377,3.298625248336792,0.0686
31,15,HPDS,0.0005,208819,0.3158928378233834,0.3159160718638846,0.5216274540475074,3.0250970764160154,0.1582
32,15,QUANN,0.0005,209330,0.20419535040855408,0.2019600362536755,0.6550825992797283,1.5881360578536987,0.5428
33,15,SetTransformer,0.0005,269874,,,0.5,,0.0122
34,15,QUANNTransformer,0.0005,252978,0.15532228776386806,0.155499703706579,0.6981151421019371,1.520421396446228,0.5622
35,15,DeepSet,0.001,208818,0.2877141237258911,0.28670208948723813,0.573671356794682,2.004295333862305,0.4135
36,15,MeanSet,0.001,208818,0.32644707342934987,0.32709191137171806,0.5098082695869689,3.299209050369263,0.0606
37,15,PointNet,0.001,208818,0.33312328230767024,0.33390963648227934,0.5036008532377,3.2979169582366943,0.0686
38,15,HPDS,0.001,208819,0.28036907599085853,0.2793168152900452,0.5616278940058769,2.4129005428314207,0.318
39,15,QUANN,0.001,209330,0.15056719382603964,0.15073603581874928,0.7130316546622743,1.477350450515747,0.5675
40,15,SetTransformer,0.001,269874,,,0.5,,0.0122
41,15,QUANNTransformer,0.001,252978,0.15916633345778025,0.15869383244438373,0.7041656026180755,1.76009299659729,0.4923
42,20,DeepSet,0.0001,208818,0.31307108771233333,0.3120443820953369,0.5602407132057433,1.990848042678833,0.4114
43,20,MeanSet,0.0001,208818,0.3384613919825781,0.33892105012498003,0.5248645823052589,2.804622091293335,0.2002
44,20,PointNet,0.0001,208818,0.33758358444486347,0.33745504725486675,0.525081086666026,2.8669597270965577,0.1898
45,20,HPDS,0.0001,208819,0.334373215361247,0.3344449838425251,0.5279435629540301,3.0534151477813722,0.1536
46,20,QUANN,0.0001,209330,0.32141075957389104,0.3209074897334931,0.5466207912627686,2.5130440330505373,0.2759
47,20,SetTransformer,0.0001,269874,0.2834382341021583,0.28279889866392666,0.6092431843280792,1.9098474044799805,0.4675
48,20,QUANNTransformer,0.0001,252978,0.234941636522611,0.23479613360572368,0.6440585204895507,1.7649886375427246,0.5307
49,20,DeepSet,0.0005,208818,0.2954195217480735,0.2948859819072358,0.5934175855301796,1.7751282054901123,0.4788
50,20,MeanSet,0.0005,208818,0.343980082916835,0.3440756892904322,0.5186478565347955,3.2987563312530517,0.0606
51,20,PointNet,0.0005,208818,0.35618175589849077,0.35582905627311545,0.5037507975989199,3.299579779815674,0.0606
52,20,HPDS,0.0005,208819,0.3240936616110423,0.3240557201999299,0.5429791250127427,2.779931008529663,0.2117
53,20,QUANN,0.0005,209330,0.20757452575933366,0.2091725787266772,0.662815308317225,1.5833569458007812,0.5361
54,20,SetTransformer,0.0005,269874,0.33954819942277575,0.33961477114799177,0.5240779183012374,2.9428735412597655,0.1633
55,20,QUANNTransformer,0.0005,252978,0.18779076422963822,0.18949139609615853,0.686581847515512,1.7214238521575929,0.5049
56,20,DeepSet,0.001,208818,0.3077100340336088,0.3062980393780039,0.5772569109784796,2.000639228439331,0.4083
57,20,MeanSet,0.001,208818,0.34400398863686454,0.3440604381104733,0.5181463741241618,3.299462338256836,0.0686
58,20,PointNet,0.001,208818,0.3561394044331142,0.35583237162295805,0.5032308409188656,3.299602583694458,0.0686
59,20,HPDS,0.001,208819,,,0.5,,0.0122
60,20,QUANN,0.001,209330,0.1621935601745333,0.1638338274144112,0.7066137676543378,1.401615019416809,0.5958
61,20,SetTransformer,0.001,269874,,,0.5,,0.0122
62,20,QUANNTransformer,0.001,252978,,,0.5,,0.0122
