,Max_k,Model,Learning rate,Parameters,Eval loss,Test loss,Test perf,Img Classif Loss,Img Classif Perf
63,25,DeepSet,0.0001,208818,0.32546155320273507,0.3238667890112451,0.5686653979281162,2.004068611526489,0.4102
64,25,MeanSet,0.0001,208818,0.3496873908572727,0.34774915271616996,0.5410172089617303,2.842649843597412,0.1879
65,25,PointNet,0.0001,208818,0.3718029885064988,0.370493453867892,0.5045888262226227,3.31241201133728,0.0606
66,25,HPDS,0.0001,208819,0.3546816124802544,0.35273838772418653,0.5299689420994292,3.369905508041382,0.0301
67,25,QUANN,0.0001,209330,0.3399226987172687,0.3384651465618864,0.5461915281224758,2.687558292388916,0.2316
68,25,SetTransformer,0.0001,269874,0.2955591115686629,0.29588182112003897,0.6141905987516363,1.9538956356048585,0.4567
69,25,QUANNTransformer,0.0001,252978,,,0.5,,0.0122
70,25,DeepSet,0.0005,208818,0.30950258553974214,0.3099021464586258,0.5904787892990924,1.9374032363891602,0.43
71,25,MeanSet,0.0005,208818,0.354723316336435,0.35286651837064864,0.5301366442061485,3.300153968048096,0.0606
72,25,PointNet,0.0005,208818,0.37166461253923083,0.3703665831621657,0.5045302304181647,3.3012035861968996,0.0606
73,25,HPDS,0.0005,208819,0.339380853705936,0.3373316019139391,0.5492838728935161,2.866967903137207,0.195
74,25,QUANN,0.0005,209330,0.24123557550566538,0.2398159792448612,0.6531217719646211,1.6910694087982179,0.5118
75,25,SetTransformer,0.0005,269874,0.3536972313646286,0.35155515024002565,0.533017413413271,3.1643791900634763,0.1094
76,25,QUANNTransformer,0.0005,252978,0.21650950161237564,0.21593958329647145,0.6717513045097919,1.7767622100830078,0.4964
77,25,DeepSet,0.001,208818,0.35452495728220257,0.35267260702366526,0.5303247076399783,3.2976904006958008,0.0686
78,25,MeanSet,0.001,208818,0.35468615662483943,0.35287162915189213,0.5329961973301908,3.2997996768951414,0.0606
79,25,PointNet,0.001,208818,0.37168784794353305,0.3703687368555272,0.5064795664016236,3.298839247894287,0.0686
80,25,HPDS,0.001,208819,0.3542907356269776,0.3524870514235598,0.530776434122248,3.518014677810669,0.0706
81,25,QUANN,0.001,209330,0.33127646219162715,0.3300304485762373,0.5616980708659963,2.63966015625,0.245
82,25,SetTransformer,0.001,269874,,,0.5,,0.0122
83,25,QUANNTransformer,0.001,252978,,,0.5,,0.0122
