,Agg func,Model,Learning rate,Parameters,Eval loss,Test loss
0,median,FSPool,0.0001,196245,0.5878271051342525,0.558799072624521
1,median,SlotAtt,0.0001,281217,0.3922557049682216,0.39965332061686415
2,median,FSPool,0.0005,196245,0.3751241561202776,0.36312524744487823
3,median,SlotAtt,0.0005,281217,0.2248785764880715,0.26097744643846726
4,median,FSPool,0.001,196245,0.3225260641544111,0.30878474167052733
5,median,SlotAtt,0.001,281217,0.25392398544188055,0.32197255835412664
6,mean,FSPool,0.0001,196245,0.09526067463651536,0.11903518759348292
7,mean,SlotAtt,0.0001,281217,0.018969380237635166,0.035576238148310714
8,mean,FSPool,0.0005,196245,0.05798622956942944,0.07858232083789846
9,mean,SlotAtt,0.0005,281217,0.008332521111393968,0.016522027579373978
10,mean,FSPool,0.001,196245,0.06246276321037421,0.07571418133584108
11,mean,SlotAtt,0.001,281217,0.00790470199186414,0.025956402671463947
12,mode,FSPool,0.0001,196245,4.1747362963737,4.2641211291576955
13,mode,SlotAtt,0.0001,281217,3.7197180011915782,3.6379444212355514
14,mode,FSPool,0.0005,196245,2.6084824653844985,2.607711283608954
15,mode,SlotAtt,0.0005,281217,3.4459815782213967,3.212862764901303
16,mode,FSPool,0.001,196245,3.0290165198227714,3.2919893854476037
17,mode,SlotAtt,0.001,281217,4.285437596222711,4.20633690534754
18,geometric_mean,FSPool,0.0001,196245,0.18703772475026428,0.16449497565825252
19,geometric_mean,SlotAtt,0.0001,281217,0.06834926657260411,0.10172310419023987
20,geometric_mean,FSPool,0.0005,196245,0.23356064751980796,0.22879300876817804
21,geometric_mean,SlotAtt,0.0005,281217,0.048326479145399635,0.13994272416358458
22,geometric_mean,FSPool,0.001,196245,0.11410555244970416,0.12668867738164485
23,geometric_mean,SlotAtt,0.001,281217,0.09662548258959774,0.10777119589731732
24,log_mean_exp,FSPool,0.0001,196245,0.10136033541389874,0.12640289114193715
25,log_mean_exp,SlotAtt,0.0001,281217,0.03708463450450273,0.09681690365393111
26,log_mean_exp,FSPool,0.0005,196245,0.0746438799514657,0.12723025453693054
27,log_mean_exp,SlotAtt,0.0005,281217,0.01688967217942552,0.0717865769563124
28,log_mean_exp,FSPool,0.001,196245,0.05435434733295724,0.10212575966254511
29,log_mean_exp,SlotAtt,0.001,281217,0.48097140069991823,0.5054915594927808
30,harmonic,FSPool,0.0001,196245,0.14305919887764112,0.14000968187254795
31,harmonic,SlotAtt,0.0001,281217,0.0205453481776492,0.04329031053930521
32,harmonic,FSPool,0.0005,196245,0.06949600306827397,0.07487818500661153
33,harmonic,SlotAtt,0.0005,281217,0.008416664232278154,0.03109334542990682
34,harmonic,FSPool,0.001,196245,0.04039412696978876,0.049108433992938794
35,harmonic,SlotAtt,0.001,281217,0.4130535769084143,0.40301370145158566
36,midrange,FSPool,0.0001,196245,0.16350512348470234,0.16403002898268243
37,midrange,SlotAtt,0.0001,281217,0.02234821455943073,0.034168608599352314
38,midrange,FSPool,0.0005,196245,0.06943670901218577,0.06880986299167605
39,midrange,SlotAtt,0.0005,281217,0.027463171361309904,0.03594834607916864
40,midrange,FSPool,0.001,196245,0.0512891033191293,0.053664412413862474
41,midrange,SlotAtt,0.001,281217,0.08772362310380216,0.08191400236311427
42,variance,FSPool,0.0001,196245,2.5651546603157405,2.727547728000803
43,variance,SlotAtt,0.0001,281217,1.771346015116525,1.8066662115619538
44,variance,FSPool,0.0005,196245,1.1090663004489172,1.3548507116576458
45,variance,SlotAtt,0.0005,281217,5.738111609504337,5.8805301316241
46,variance,FSPool,0.001,196245,1.0154585502450428,1.0734208727136572
47,variance,SlotAtt,0.001,281217,15.246253906734406,13.747402444798896
48,max,FSPool,0.0001,196245,0.15964563746774008,0.15744168527345073
49,max,SlotAtt,0.0001,281217,0.10577799918847011,0.10160376853990725
50,max,FSPool,0.0005,196245,0.059155353825421086,0.08491183091277019
51,max,SlotAtt,0.0005,281217,0.10009551605594064,0.0939573778800587
52,max,FSPool,0.001,196245,0.11400397569458517,0.10698740735669877
53,max,SlotAtt,0.001,281217,0.21176326715402186,0.19760020208010015
54,sum,FSPool,0.0001,196245,9.155182021004814,8.846411806471805
55,sum,SlotAtt,0.0001,281217,68.07587378365653,66.65486051681194
56,sum,FSPool,0.0005,196245,4.613757288645184,5.629597331615204
57,sum,SlotAtt,0.0005,281217,101.68876641894144,100.88833070308604
58,sum,FSPool,0.001,196245,6.459059843941341,6.832531043823729
59,sum,SlotAtt,0.001,281217,179.62172965397912,189.9101325501787
