,Agg func,Model,Learning rate,Parameters,Eval loss,Test loss
39,mode,QUANN,0.001,99585,0.30705215465573094,0.7377128041488059
40,mode,SetTransformer,0.001,166401,3.53381713988289,3.4661595884789813
41,mode,QUANNTransformer,0.001,149505,0.13194551181402944,0.4471600285354764
42,variance,DeepSet,0.0001,99073,4.689361627139743,4.281701449384081
43,variance,MeanSet,0.0001,99073,5.165901214357406,4.371769967231344
44,variance,PointNet,0.0001,99073,3.7639313444258673,3.6596757769584656
45,variance,HPDS,0.0001,99074,4.738031228383382,3.994699353867389
46,variance,QUANN,0.0001,99585,0.26692174197662444,0.5352393125600003
47,variance,SetTransformer,0.0001,166401,3.5831946144028315,3.673691971504942
48,variance,QUANNTransformer,0.0001,149505,0.19025648964775932,0.4438444606642774
49,variance,DeepSet,0.0005,99073,5.153314359604367,4.866506292464885
50,variance,MeanSet,0.0005,99073,4.125903651827858,3.9653953110918088
51,variance,PointNet,0.0005,99073,3.8633049120978704,3.7403635648970908
52,variance,HPDS,0.0005,99074,4.2417613513885986,3.4484028429427047
53,variance,QUANN,0.0005,99585,0.08393116314555445,0.353605713021565
54,variance,SetTransformer,0.0005,166401,2.0349535223037476,1.9446421265602112
55,variance,QUANNTransformer,0.0005,149505,0.16465289649804907,0.38463169962484783
56,variance,DeepSet,0.001,99073,4.316823770129491,4.24700059028382
57,variance,MeanSet,0.001,99073,4.091998989619906,3.926238067606662
58,variance,PointNet,0.001,99073,3.5876530389937145,3.339553636439303
59,variance,HPDS,0.001,99074,4.055088073488266,3.6811236808908747
60,variance,QUANN,0.001,99585,0.08344064969273787,0.3649101817306686
61,variance,SetTransformer,0.001,166401,2.0059292373203097,1.8635440487810906
62,variance,QUANNTransformer,0.001,149505,0.202745163724536,0.42513868854718007
63,max,DeepSet,0.0001,99073,0.5029303105104537,0.41199007725462
64,max,MeanSet,0.0001,99073,0.4894637633410711,0.4188528506362692
65,max,PointNet,0.0001,99073,0.22934347000860034,0.22825314905098143
66,max,HPDS,0.0001,99074,0.3322942791477082,0.3024727041099934
67,max,QUANN,0.0001,99585,0.021092632896311227,0.03960607495862357
68,max,SetTransformer,0.0001,166401,0.051877414999854946,0.0649218951560002
69,max,QUANNTransformer,0.0001,149505,0.02256313006814924,0.033204881871921665
70,max,DeepSet,0.0005,99073,0.4663707606849216,0.39590404808838314
71,max,MeanSet,0.0005,99073,0.4786806371476915,0.3896916109196683
72,max,PointNet,0.0005,99073,0.17841991131740903,0.18264876795496712
73,max,HPDS,0.0005,99074,0.29131667505181025,0.26473133008372274
74,max,QUANN,0.0005,99585,0.020239411845862393,0.03610893275385643
75,max,SetTransformer,0.0005,166401,0.07376581610786537,0.07934305525850505
76,max,QUANNTransformer,0.0005,149505,0.026564603734258858,0.047974459913638516
77,max,DeepSet,0.001,99073,0.46514154071845704,0.3903494189552804
78,max,MeanSet,0.001,99073,0.513309687849075,0.41556361618828264
79,max,PointNet,0.001,99073,0.2154584905457875,0.20060232388687896
80,max,HPDS,0.001,99074,0.25127905140083934,0.24356038777276556
81,max,QUANN,0.001,99585,0.025870339361958147,0.03808562767919787
82,max,SetTransformer,0.001,166401,0.06192239336965103,0.06775011461069609
83,max,QUANNTransformer,0.001,149505,0.09325441713666632,0.06434930677704037
84,sum,DeepSet,0.0001,99073,16.472871190025693,15.473481787011979
85,sum,MeanSet,0.0001,99073,17.83339512537396,17.698603462665638
86,sum,PointNet,0.0001,99073,85.8949590410505,82.92253774277707
87,sum,HPDS,0.0001,99074,20.526884782881964,20.256525962910754
88,sum,QUANN,0.0001,99585,2.3531419034042056,3.297034302924542
89,sum,SetTransformer,0.0001,166401,4.16193957082809,5.008341531804267
90,sum,QUANNTransformer,0.0001,149505,2.1976335162208196,3.2191748321056366
91,sum,DeepSet,0.0005,99073,17.67850907643636,17.06516579871482
92,sum,MeanSet,0.0005,99073,16.427901510208372,16.253499112230667
93,sum,PointNet,0.0005,99073,84.56798777504572,85.02324704920991
94,sum,HPDS,0.0005,99074,22.914822063748797,22.202450011638884
95,sum,QUANN,0.0005,99585,2.4472954173882804,3.298537000062618
96,sum,SetTransformer,0.0005,166401,3.855570916145567,4.641760788065322
97,sum,QUANNTransformer,0.0005,149505,1.5555223188703022,2.5596446854637023
98,sum,DeepSet,0.001,99073,16.08734056684706,15.415085650504903
99,sum,MeanSet,0.001,99073,25.256391782609242,25.618935037166516
100,sum,PointNet,0.001,99073,89.0280020577567,84.92857547516519
101,sum,HPDS,0.001,99074,18.830073735070606,18.333042337539347
102,sum,QUANN,0.001,99585,1.777923682379344,2.9375841719038944
103,sum,SetTransformer,0.001,166401,8.11179696945917,8.543456752249535
104,sum,QUANNTransformer,0.001,149505,1.669853875561366,2.72735403446441
