,Agg func,Model,Learning rate,Parameters,Eval loss,Test loss
0,median,DeepSet,0.0001,196225,0.6678583222249198,0.6861769923187316
1,median,MeanSet,0.0001,196225,0.5607929972429124,0.628360315681772
2,median,PointNet,0.0001,196225,0.9183024905976795,0.9916665056284438
3,median,HPDS,0.0001,196226,0.6332664976990412,0.7061715141889897
4,median,QUANN,0.0001,196737,0.19784667969696104,0.2691108731830374
5,median,SetTransformer,0.0001,263553,0.4530807761918931,0.5163622382790485
6,median,QUANNTransformer,0.0001,246657,0.14584468778163667,0.25414876445652324
7,median,DeepSet,0.0005,196225,0.6481494139584284,0.7335426136851311
8,median,MeanSet,0.0005,196225,0.6143905281547516,0.6760090408807106
9,median,PointNet,0.0005,196225,0.7956033268618206,0.8839682340621948
10,median,HPDS,0.0005,196226,0.31586901902679415,0.39645196624258733
11,median,QUANN,0.0005,196737,0.08050740791100358,0.16944005865445164
12,median,SetTransformer,0.0005,263553,0.33943305341970353,0.3876555607991016
13,median,QUANNTransformer,0.0005,246657,0.0764407009063732,0.16087665666449577
14,median,DeepSet,0.001,196225,0.6209828891451397,0.7010194760687808
15,median,MeanSet,0.001,196225,0.4794394340780046,0.6595643159160589
16,median,PointNet,0.001,196225,0.8431509785235874,1.006489318577533
17,median,HPDS,0.001,196226,,
18,median,QUANN,0.001,196737,0.2002571133512353,0.27736932281008425
19,median,SetTransformer,0.001,263553,0.3057280605038007,0.38245736569800276
20,median,QUANNTransformer,0.001,246657,0.10966160494302,0.17471492655099707
21,mean,DeepSet,0.0001,196225,0.12430577198900873,0.12974027318364761
22,mean,MeanSet,0.0001,196225,0.10173861481367595,0.11467942710411042
23,mean,PointNet,0.0001,196225,0.11605958203001628,0.13195637114187506
24,mean,HPDS,0.0001,196226,0.12964062877590693,0.13079310553346543
25,mean,QUANN,0.0001,196737,0.012324131127180797,0.044749233896467594
26,mean,SetTransformer,0.0001,263553,0.031428712080158884,0.0631156145059999
27,mean,QUANNTransformer,0.0001,246657,0.008434254905238511,0.02972112885339463
28,mean,DeepSet,0.0005,196225,0.07459824047391377,0.08665090399061112
29,mean,MeanSet,0.0005,196225,0.08030276284331367,0.09546838462986845
30,mean,PointNet,0.0005,196225,0.09063353714725328,0.111652071567926
31,mean,HPDS,0.0005,196226,0.03776141794191466,0.048936690322737744
32,mean,QUANN,0.0005,196737,0.004005713865072245,0.02058273235439977
33,mean,SetTransformer,0.0005,263553,0.008304166951261106,0.030521316592522125
34,mean,QUANNTransformer,0.0005,246657,0.009726700324025596,0.02485888465208576
35,mean,DeepSet,0.001,196225,0.06924660625084052,0.09272965701653603
36,mean,MeanSet,0.001,196225,0.06311431246262694,0.09262320809462603
37,mean,PointNet,0.001,196225,0.09343346314770835,0.1099610594992942
38,mean,HPDS,0.001,196226,0.025105579593588435,0.04163785956482938
39,mean,QUANN,0.001,196737,0.015163854594224148,0.032377130247929944
40,mean,SetTransformer,0.001,263553,0.008843193813744519,0.035318199020037626
41,mean,QUANNTransformer,0.001,246657,0.0041269727221261415,0.025394586806601668
42,mode,DeepSet,0.0001,196225,3.943758169809977,4.00197194104499
43,mode,MeanSet,0.0001,196225,4.707962017210703,4.868956061119729
44,mode,PointNet,0.0001,196225,5.623206543543982,5.821490105162275
45,mode,HPDS,0.0001,196226,4.10456249070546,4.222578616852456
46,mode,QUANN,0.0001,196737,3.27505067795042,3.3006493766257106
47,mode,SetTransformer,0.0001,263553,3.857075776372637,4.072305883498902
48,mode,QUANNTransformer,0.0001,246657,3.2613007889853582,3.107236085419959
49,mode,DeepSet,0.0005,196225,4.133247701894669,4.093838920618626
50,mode,MeanSet,0.0005,196225,4.272360684379699,4.2141455868457225
51,mode,PointNet,0.0005,196225,5.879732646639385,5.8042342738902315
52,mode,HPDS,0.0005,196226,,
53,mode,QUANN,0.0005,196737,2.128338374788799,2.319012628590807
54,mode,SetTransformer,0.0005,263553,2.762898123453534,3.066901578548107
55,mode,QUANNTransformer,0.0005,246657,1.4029034678306844,1.4230013670439416
56,mode,DeepSet,0.001,196225,4.6223727862040205,3.9735580035980713
57,mode,MeanSet,0.001,196225,4.3491718258176535,4.22211765291843
58,mode,PointNet,0.001,196225,5.8813941516573465,6.233927031780811
59,mode,HPDS,0.001,196226,,
60,mode,QUANN,0.001,196737,2.548796620160814,3.0097936532915908
61,mode,SetTransformer,0.001,263553,,
62,mode,QUANNTransformer,0.001,246657,2.3489261780466353,2.460000676360536
63,geometric_mean,DeepSet,0.0001,196225,0.13734065974870371,0.23111150867523664
64,geometric_mean,MeanSet,0.0001,196225,0.2008530298868815,0.24888799951827906
65,geometric_mean,PointNet,0.0001,196225,0.11379700974516925,0.13743237088969412
66,geometric_mean,HPDS,0.0001,196226,0.1867576495759071,0.21946664959033754
67,geometric_mean,QUANN,0.0001,196737,0.07789942724186749,0.1318168066531182
68,geometric_mean,SetTransformer,0.0001,263553,0.07623560764338999,0.1362996911927265
69,geometric_mean,QUANNTransformer,0.0001,246657,0.051162510323116465,0.0926123598232578
70,geometric_mean,DeepSet,0.0005,196225,0.09046995107616697,0.1985369240468804
71,geometric_mean,MeanSet,0.0005,196225,0.09326258357909936,0.18620788959905188
72,geometric_mean,PointNet,0.0005,196225,0.07131212400568146,0.11635340418309924
73,geometric_mean,HPDS,0.0005,196226,0.06481382710533956,0.11353695558067015
74,geometric_mean,QUANN,0.0005,196737,0.05881834878874499,0.09163885146374517
75,geometric_mean,SetTransformer,0.0005,263553,0.04970070051531943,0.12211719471862183
76,geometric_mean,QUANNTransformer,0.0005,246657,0.05003888549334887,0.07137488418176988
77,geometric_mean,DeepSet,0.001,196225,0.15083991342948544,0.19645603952255655
78,geometric_mean,MeanSet,0.001,196225,0.08452190754432527,0.20637404727452296
79,geometric_mean,PointNet,0.001,196225,0.1132864308440023,0.23086881671259377
80,geometric_mean,HPDS,0.001,196226,0.07077692431353387,0.1291816515075241
81,geometric_mean,QUANN,0.001,196737,0.03727477197239678,0.11683225560130829
82,geometric_mean,SetTransformer,0.001,263553,0.7978276581991286,0.8471862981294064
83,geometric_mean,QUANNTransformer,0.001,246657,0.22823061004635833,0.22138169221580029
84,log_mean_exp,DeepSet,0.0001,196225,0.10854393607448964,0.13671401491824617
85,log_mean_exp,MeanSet,0.0001,196225,0.1315987915510223,0.17016928004933166
86,log_mean_exp,PointNet,0.0001,196225,0.08702602846518395,0.1323499666289129
87,log_mean_exp,HPDS,0.0001,196226,0.14359890273402606,0.16689312794899686
88,log_mean_exp,QUANN,0.0001,196737,0.023264926898899297,0.059093469788538334
89,log_mean_exp,SetTransformer,0.0001,263553,0.047441968369105504,0.09213717775716584
90,log_mean_exp,QUANNTransformer,0.0001,246657,0.01378538203056133,0.056067359845520574
91,log_mean_exp,DeepSet,0.0005,196225,0.05972663277671451,0.09967428112917757
92,log_mean_exp,MeanSet,0.0005,196225,0.16257668795093658,0.20308816746035788
93,log_mean_exp,PointNet,0.0005,196225,0.0598684037252078,0.09238161812437341
94,log_mean_exp,HPDS,0.0005,196226,0.03638083462618173,0.07371602257456075
95,log_mean_exp,QUANN,0.0005,196737,0.011140659939320315,0.06029977767227931
96,log_mean_exp,SetTransformer,0.0005,263553,0.026390713203461872,0.04800983918632599
97,log_mean_exp,QUANNTransformer,0.0005,246657,0.019604104626480313,0.06203816616115101
98,log_mean_exp,DeepSet,0.001,196225,0.06380253214211691,0.1138924375136799
99,log_mean_exp,MeanSet,0.001,196225,0.07064785511188564,0.10188621747248033
100,log_mean_exp,PointNet,0.001,196225,0.0640313590743712,0.088994308632422
101,log_mean_exp,HPDS,0.001,196226,0.03399404822774823,0.07216174148538328
102,log_mean_exp,QUANN,0.001,196737,0.029120740659963635,0.051554833246553515
103,log_mean_exp,SetTransformer,0.001,263553,0.04991128904715417,0.07133956969854363
104,log_mean_exp,QUANNTransformer,0.001,246657,0.009176662106746955,0.06713939143315037
105,harmonic,DeepSet,0.0001,196225,0.10364625265910513,0.09922822850181702
106,harmonic,MeanSet,0.0001,196225,0.12581122542421022,0.1202557439658236
107,harmonic,PointNet,0.0001,196225,0.10952037992695021,0.12466373453114896
108,harmonic,HPDS,0.0001,196226,0.14846366904084646,0.1381899081170559
109,harmonic,QUANN,0.0001,196737,0.025751326743158557,0.04231218859662322
110,harmonic,SetTransformer,0.0001,263553,0.048289395794863736,0.06191914626694423
111,harmonic,QUANNTransformer,0.0001,246657,,
112,harmonic,DeepSet,0.0005,196225,0.05682803069551786,0.06535640924653792
113,harmonic,MeanSet,0.0005,196225,0.058352652523252696,0.06992127461002227
114,harmonic,PointNet,0.0005,196225,0.07283858641509026,0.07800670170245018
115,harmonic,HPDS,0.0005,196226,,
116,harmonic,QUANN,0.0005,196737,0.01244909112851712,0.028358987884278944
117,harmonic,SetTransformer,0.0005,263553,0.024682542272207755,0.03751563752426746
118,harmonic,QUANNTransformer,0.0005,246657,0.00657546310269806,0.028505574284552377
119,harmonic,DeepSet,0.001,196225,0.04739868841947071,0.07264706658873152
120,harmonic,MeanSet,0.001,196225,0.052882011151976056,0.07506509900013818
121,harmonic,PointNet,0.001,196225,0.07573100327262802,0.07686376514190689
122,harmonic,HPDS,0.001,196226,0.048615664036737546,0.066043987691878
123,harmonic,QUANN,0.001,196737,0.013753282612130519,0.02969182253334711
124,harmonic,SetTransformer,0.001,263553,0.01965293348101633,0.0346233379120562
125,harmonic,QUANNTransformer,0.001,246657,0.01653826226376825,0.030621904083478087
126,midrange,DeepSet,0.0001,196225,0.09399833131049361,0.10993539639055094
127,midrange,MeanSet,0.0001,196225,0.11334095315800773,0.1377304533219084
128,midrange,PointNet,0.0001,196225,0.04923684503291807,0.05420679971575737
129,midrange,HPDS,0.0001,196226,0.12780035470449735,0.14210058724943628
130,midrange,QUANN,0.0001,196737,0.03307124642315247,0.04302611006820138
131,midrange,SetTransformer,0.0001,263553,0.08193327835391438,0.08867130309660384
132,midrange,QUANNTransformer,0.0001,246657,,
133,midrange,DeepSet,0.0005,196225,0.05106474551564408,0.06636727005342379
134,midrange,MeanSet,0.0005,196225,0.05251186472615079,0.07653288115212258
135,midrange,PointNet,0.0005,196225,0.022984591643473815,0.030007957181140306
136,midrange,HPDS,0.0005,196226,0.03480239012943847,0.03559673987353775
137,midrange,QUANN,0.0005,196737,0.01644124765141261,0.03143300246410171
138,midrange,SetTransformer,0.0005,263553,0.058494394482482996,0.06821951304780359
139,midrange,QUANNTransformer,0.0005,246657,0.013978391831707475,0.023734882639280145
140,midrange,DeepSet,0.001,196225,0.05650893474249021,0.07651068509972477
141,midrange,MeanSet,0.001,196225,0.04735935105210436,0.06487063815856868
142,midrange,PointNet,0.001,196225,0.023257725806038323,0.026059676215617344
143,midrange,HPDS,0.001,196226,0.020293207589669952,0.033613344116948864
144,midrange,QUANN,0.001,196737,0.04629480243024845,0.05083264071652864
145,midrange,SetTransformer,0.001,263553,0.059955952289913385,0.07466625608503819
146,midrange,QUANNTransformer,0.001,246657,0.03638090265707837,0.04118341745987059
147,variance,DeepSet,0.0001,196225,2.7528213404473805,3.0137493014335632
148,variance,MeanSet,0.0001,196225,3.4578122827741833,3.867215040516346
149,variance,PointNet,0.0001,196225,3.1200591505519926,2.8979491058816302
150,variance,HPDS,0.0001,196226,3.2416445679134793,2.7968187053152858
151,variance,QUANN,0.0001,196737,0.8454608418165691,1.1864630296192271
152,variance,SetTransformer,0.0001,263553,2.8587089303940063,2.459405207253517
153,variance,QUANNTransformer,0.0001,246657,0.5731329865871914,0.9669841938909698
154,variance,DeepSet,0.0005,196225,1.6734636000224523,1.8176452393861526
155,variance,MeanSet,0.0005,196225,1.9192730032262348,1.8530031886506588
156,variance,PointNet,0.0005,196225,2.2563375603585016,2.1476500047014113
157,variance,HPDS,0.0005,196226,,
158,variance,QUANN,0.0005,196737,0.5414474792482834,0.7729961721107681
159,variance,SetTransformer,0.0005,263553,,
160,variance,QUANNTransformer,0.0005,246657,0.5715000876890761,0.5708457632386621
161,variance,DeepSet,0.001,196225,2.3429388659340993,1.843555043035365
162,variance,MeanSet,0.001,196225,1.713872930360219,2.0087587224676255
163,variance,PointNet,0.001,196225,2.203945658982746,2.214350998401642
164,variance,HPDS,0.001,196226,1.6303967282412544,1.951382725638278
