,Agg func,Model,Learning rate,Parameters,Eval loss,Test loss
110,harmonic,SetTransformer,0.0001,263553,0.03397138294808212,0.06992529176096333
111,harmonic,QUANNTransformer,0.0001,246657,,
112,harmonic,DeepSet,0.0005,196225,0.050188092263563286,0.07439019434907018
113,harmonic,MeanSet,0.0005,196225,0.05921092846741279,0.0713499109161661
114,harmonic,PointNet,0.0005,196225,0.07678718078467581,0.08894745111861761
115,harmonic,HPDS,0.0005,196226,0.05414809844648791,0.058630644234808835
116,harmonic,QUANN,0.0005,196737,0.007880303385992727,0.03456883242247289
117,harmonic,SetTransformer,0.0005,263553,0.02155489786823709,0.04276118604367242
118,harmonic,QUANNTransformer,0.0005,246657,0.006241251046525403,0.02619351178192177
119,harmonic,DeepSet,0.001,196225,0.055950199253857136,0.08033774073849967
120,harmonic,MeanSet,0.001,196225,0.04950794803776911,0.06720284509294211
121,harmonic,PointNet,0.001,196225,0.06372045320532625,0.0856714406387603
122,harmonic,HPDS,0.001,196226,0.05036787990303267,0.0656618535558277
123,harmonic,QUANN,0.001,196737,0.020951869479927516,0.05392071963386967
124,harmonic,SetTransformer,0.001,263553,0.011552752439110052,0.048297247173205174
125,harmonic,QUANNTransformer,0.001,246657,0.013995754100116236,0.03661676775911783
126,midrange,DeepSet,0.0001,196225,0.09735151992312499,0.09671320048894019
127,midrange,MeanSet,0.0001,196225,0.13042634027817893,0.13760354829595445
128,midrange,PointNet,0.0001,196225,0.04564228601058915,0.04617846436164481
129,midrange,HPDS,0.0001,196226,0.1044314509582898,0.10804192491985382
130,midrange,QUANN,0.0001,196737,0.03558950266608643,0.04485653916948495
131,midrange,SetTransformer,0.0001,263553,0.09587475075016892,0.10190784071195633
132,midrange,QUANNTransformer,0.0001,246657,,
133,midrange,DeepSet,0.0005,196225,0.06565489962933556,0.07699703059575343
134,midrange,MeanSet,0.0005,196225,0.03875433784052138,0.05745423700601021
135,midrange,PointNet,0.0005,196225,0.034386440838081025,0.042129986607370544
136,midrange,HPDS,0.0005,196226,0.03303042646231396,0.039170346178233305
137,midrange,QUANN,0.0005,196737,0.023115648899138683,0.020824812565672587
138,midrange,SetTransformer,0.0005,263553,0.05144224610800544,0.06006231325916312
139,midrange,QUANNTransformer,0.0005,246657,0.028039361095233334,0.032521813335095316
140,midrange,DeepSet,0.001,196225,0.06882621577039125,0.08843275356264983
141,midrange,MeanSet,0.001,196225,0.06029138417308411,0.0651978041575429
142,midrange,PointNet,0.001,196225,0.015780216037195975,0.026918890019550553
143,midrange,HPDS,0.001,196226,0.016734099362991632,0.0246211402625975
144,midrange,QUANN,0.001,196737,0.017397247230826272,0.022833108285224026
145,midrange,SetTransformer,0.001,263553,0.07229015661314839,0.08364368717562645
146,midrange,QUANNTransformer,0.001,246657,0.03480877704726207,0.04098281582837251
147,variance,DeepSet,0.0001,196225,2.787763955101134,2.749374196250388
148,variance,MeanSet,0.0001,196225,4.011340037224785,3.7113312660379614
149,variance,PointNet,0.0001,196225,3.350957064401536,2.9428337685605315
150,variance,HPDS,0.0001,196226,2.8619888311340693,3.0683485504160535
151,variance,QUANN,0.0001,196737,0.42385288800985094,1.1696746499931558
152,variance,SetTransformer,0.0001,263553,1.728973476659684,1.9535901457705396
153,variance,QUANNTransformer,0.0001,246657,0.27966578925649327,0.7532083693336933
154,variance,DeepSet,0.0005,196225,1.4821895985376268,1.7796698954511196
155,variance,MeanSet,0.0005,196225,1.7655400756805661,1.8319499422895147
156,variance,PointNet,0.0005,196225,1.999340572054424,2.1022508480447404
157,variance,HPDS,0.0005,196226,0.882847240519902,0.9720575760336633
158,variance,QUANN,0.0005,196737,0.11284742177656246,0.37056208035333993
159,variance,SetTransformer,0.0005,263553,1.0561986433135138,1.546462744157365
160,variance,QUANNTransformer,0.0005,246657,0.22980917741854986,0.569426615861185
161,variance,DeepSet,0.001,196225,1.3969715668095484,1.5316674766388345
162,variance,MeanSet,0.001,196225,1.6895776755279965,1.7311215524343735
163,variance,PointNet,0.001,196225,1.9264848090353466,2.0414832332666886
164,variance,HPDS,0.001,196226,,
165,variance,QUANN,0.001,196737,0.6044361957954982,0.7832330918692528
166,variance,SetTransformer,0.001,263553,17.95044479672871,16.509208090761874
167,variance,QUANNTransformer,0.001,246657,0.4093186483969764,0.9427097414402251
168,max,DeepSet,0.0001,196225,0.16316812569349412,0.1808959886461417
169,max,MeanSet,0.0001,196225,0.27735807255856576,0.2684731652385535
170,max,PointNet,0.0001,196225,0.09756020243678774,0.12328120523152199
171,max,HPDS,0.0001,196226,0.13449450428523715,0.14036563587711848
172,max,QUANN,0.0001,196737,0.06882324100228115,0.09384568752919106
173,max,SetTransformer,0.0001,263553,0.07893923821578187,0.09534216006880904
174,max,QUANNTransformer,0.0001,246657,0.058074510696950174,0.055704223211270144
175,max,DeepSet,0.0005,196225,0.08403428250901579,0.10392765712830179
176,max,MeanSet,0.0005,196225,0.06757245549843424,0.1278366039536814
177,max,PointNet,0.0005,196225,0.06785753207458627,0.07911257335960746
178,max,HPDS,0.0005,196226,0.0490674226348924,0.06090083775516758
179,max,QUANN,0.0005,196737,0.04046372576831057,0.05030352322315361
180,max,SetTransformer,0.0005,263553,0.052761889194020084,0.09415288663474208
181,max,QUANNTransformer,0.0005,246657,0.05221281388390159,0.06714573037374685
182,max,DeepSet,0.001,196225,0.134608839923102,0.1059882270910361
183,max,MeanSet,0.001,196225,0.07285244676047965,0.13277032679724607
184,max,PointNet,0.001,196225,0.052595764787549834,0.08336285632252297
185,max,HPDS,0.001,196226,0.030182036523160243,0.07636023507988517
186,max,QUANN,0.001,196737,0.03600832933397402,0.04449080892447184
187,max,SetTransformer,0.001,263553,0.2139712404164057,0.24856921852110547
188,max,QUANNTransformer,0.001,246657,0.055225508136024316,0.06466521401369468
189,sum,DeepSet,0.0001,196225,6.288678260076614,6.780497261818419
190,sum,MeanSet,0.0001,196225,9.886351388598245,10.926642012088857
