,Max_k,Model,Learning rate,Parameters,Eval loss,Test loss,Test perf,Img Classif Loss,Img Classif Perf
0,10,FSPool,0.0001,208838,0.2837212317519718,0.2843123389051316,0.511814369800243,2.704209734725952,0.2153
1,10,SlotAtt,0.0001,287538,0.22451659776861704,0.222883384912572,0.614860179576468,1.9174652858734131,0.4933
2,10,FSPool,0.0005,208838,0.29617164106596083,0.2964409545381018,0.5,3.2903167049407958,0.0659
3,10,SlotAtt,0.0005,287538,0.29975707332293194,0.29982864222628003,0.5,3.2860859188079834,0.0659
4,10,FSPool,0.001,208838,0.2570125950234277,0.2546105034490849,0.668513038691054,1.469675295639038,0.571
5,10,SlotAtt,0.001,287538,0.29961383815795656,0.2998579375921412,0.5,3.2861944007873536,0.0659
6,15,FSPool,0.0001,208838,0.32628354855946134,0.325648418132295,0.511072132181614,3.300792070770264,0.0509
7,15,SlotAtt,0.0001,287538,0.25519526028443895,0.25687767422579705,0.6156136209660388,2.001771420669556,0.4602
8,15,FSPool,0.0005,208838,0.3076838477263375,0.30797632514162265,0.5798211541581662,1.7183320224761962,0.4807
9,15,SlotAtt,0.0005,287538,0.25476457462424323,0.2563887929662745,0.6187818170861995,1.8406069374084473,0.462
10,15,FSPool,0.001,208838,0.28088600744330694,0.2810876805414545,0.6285666068817707,1.603488659477234,0.5209
11,15,SlotAtt,0.001,287538,0.33526640562784105,0.3342766758609325,0.5,3.2863058364868163,0.0659
12,20,FSPool,0.0001,208838,0.3413026999859583,0.3409134770961518,0.5247926293535435,3.293373147583008,0.0659
13,20,SlotAtt,0.0001,287538,0.2798305759354243,0.28070405062208786,0.6080246149225438,2.188930130004883,0.3999
14,20,FSPool,0.0005,208838,0.3413990286607591,0.34092628987545665,0.5262078103866983,3.288371784591675,0.0609
15,20,SlotAtt,0.0005,287538,0.24598235223028395,0.2460936339611703,0.6404029923550626,1.7988121812820435,0.4833
16,20,FSPool,0.001,208838,0.3413516722974323,0.34101355329472965,0.5259241937322819,3.287926605606079,0.0659
17,20,SlotAtt,0.001,287538,0.35542738532263135,0.3552157568170669,0.5,3.286250437927246,0.0659
18,25,FSPool,0.0001,208838,0.3332508575348627,0.3349032402038574,0.558462826495475,2.579772114562988,0.2447
19,25,SlotAtt,0.0001,287538,0.2793004678355323,0.2806103784353175,0.6229665444252339,2.163774285507202,0.4078
20,25,FSPool,0.0005,208838,0.22435392321102202,0.22551024451534799,0.6886978035277509,1.536814799118042,0.5562
21,25,SlotAtt,0.0005,287538,0.3691225964871664,0.37022985613092463,0.5,3.2859572681427003,0.0659
22,25,FSPool,0.001,208838,0.2721780074967278,0.27618264866636155,0.6303361337235633,2.0197913669586183,0.4094
23,25,SlotAtt,0.001,287538,0.3690017177945092,0.37006429028003773,0.4998748441959949,3.2858796936035155,0.0659
